,action,cost,state
0,[-0.19962831],16.0,[0.60529055 0.01302915 2.79843074 0.21058573]
1,[-1.],13.229154217553695,[1.09356676 0.08122181 2.02429901 0.50706743]
2,[0.58671036],8.09435608760353,[1.37972964 0.27937371 0.82512992 1.48076038]
3,[0.63680931],4.417201666412393,[ 1.42291509  0.67603457 -0.38730654  2.48179643]
4,[-0.85756179],2.700775577184365,[ 1.244616    1.22055316 -1.39687747  2.9435461 ]
5,[0.73982649],2.373480658867992,[ 0.85047136  1.87380261 -2.52550236  3.49384682]
6,[0.88460886],3.0465955645632126,[ 0.24961592  2.58065066 -3.39619227  3.48869441]
7,[-0.92777539],4.068608385644883,[-0.43815766 -3.06940419 -3.31096332  2.82318835]
8,[0.66905085],3.8878275724477973,[-1.02231305 -2.55482019 -2.42948026  2.27503792]
9,[1.],2.6074223482169936,[-1.39113242 -2.17769433 -1.24021368  1.43672851]
10,[1.],1.6093043525700483,[-1.51703026 -1.99798034 -0.01941922  0.33764156]
11,[1.],1.2603525550058035,[-1.39904129 -2.04154084  1.19879353 -0.74339004]
12,[-1.],1.4768986612409212,[-1.0246035  -2.31482875  2.52699137 -1.89661304]
13,[-1.],2.3683493888530696,[-0.40764257 -2.75690776  3.54787944 -2.41869953]
14,[-1.],3.6799573100080534,[ 0.33493738  3.03367459  3.70319144 -2.44907009]
15,[-1.],3.8812518363426456,[ 1.00650013  2.56930677  2.89478848 -2.12801158]
16,[-1.],2.6491480815785686,[ 1.46731773  2.2140827   1.69150108 -1.34739993]
17,[-1.],1.5512366928358643,[ 1.68294215  2.05494736  0.47073752 -0.20324835]
18,[-0.77974732],1.1250170234258257,[ 1.65570487  2.14491181 -0.74354044  1.10007632]
19,[-1.],1.2647323610126502,[ 1.38506818  2.48159945 -1.96722577  2.23077986]
20,[-0.69688259],2.0627063704345097,[ 0.87131743  3.0272794  -3.1196973   3.19768084]
21,[0.05493454],3.6745914740806858,[ 0.17775174 -2.50697125 -3.65894623  4.323717  ]
22,[1.],5.273756358149833,[-0.540373   -1.49432732 -3.45996449  5.8177067 ]
23,[1.],5.808456460375998,[-1.1985054  -0.2039798  -3.03531229  6.82741714]
24,[1.],6.407317451275629,[-1.67607335  1.06121308 -1.58402954  5.55690487]
25,[1.],7.353704095475854,[-1.80417326  2.0063017   0.32273942  3.91337033]
26,[0.66057443],7.553577668171067,[-1.5522739   2.61522415  2.13891768  2.1534512 ]
27,[-0.33428227],6.2741115041349245,[-0.97271167  2.84697438  3.5685698   0.20001875]
28,[0.00421904],5.126740459211656,[-0.17247086  2.73051969  4.27853118 -1.26191579]
