,action,cost,state
0,[0.88906114],16.0,[-0.01179172  0.03048371 -0.11439309  0.29740175]
1,[-1.],15.998046365833071,[-0.01809315  0.04865036  0.05294339 -0.11930488]
2,[-1.],15.99495630298772,[ 0.00825911 -0.01499866  0.20303831 -0.50172705]
3,[-0.28162948],15.999545467987561,[ 0.04897425 -0.11783014  0.19262874 -0.50252341]
4,[-0.51363806],15.971463702389983,[ 0.08389882 -0.21445361  0.14666364 -0.44201804]
5,[-1.],15.903923702957226,[ 0.11048622 -0.30320878  0.1112036  -0.4266137 ]
6,[1.],15.80371786228059,[ 0.09971008 -0.31089021 -0.2163755   0.34845413]
7,[0.36343043],15.78327723359054,[ 0.03628934 -0.19195754 -0.40189784  0.81221075]
8,[1.],15.89816070862248,[-0.06103063  0.01988783 -0.54469816  1.25404813]
9,[1.],15.978343042227618,[-0.16896908  0.28428869 -0.50334729  1.32555948]
10,[1.],15.833369841139621,[-0.25049064  0.525323   -0.2893988   1.03572016]
11,[1.],15.454817959732381,[-0.27838101  0.68354438  0.01744415  0.52379049]
12,[1.],15.058587653314403,[-0.24358004  0.73019486  0.32305683 -0.05721258]
13,[1.],14.856412647054263,[-0.15459259  0.66459421  0.54789877 -0.57874991]
14,[1.],14.905916106622172,[-0.03394181  0.51078162  0.63172538 -0.92033083]
15,[0.9630499],15.115562949226117,[ 0.08663002  0.314323    0.54469974 -0.99368527]
16,[-0.11221409],15.342414401652121,[ 0.18670923  0.09755063  0.42983438 -1.12213624]
17,[0.64988457],15.543226559083278,[ 0.2384424  -0.08709916  0.07146174 -0.68511558]
18,[-0.33006631],15.683789918158835,[ 0.22518138 -0.19947418 -0.20486559 -0.42162709]
19,[1.],15.796039878925047,[ 0.14125475 -0.20698281 -0.61710538  0.33496641]
20,[-0.54846237],15.903193380534578,[ 0.00953454 -0.13001098 -0.67099698  0.40110764]
21,[0.47165881],15.94170148052235,[-0.12847446 -0.02600832 -0.67777593  0.59894448]
22,[-0.55149569],15.839204030220621,[-0.23532535  0.05730978 -0.36721351  0.20429975]
23,[-1.],15.654964955078679,[-0.26292864  0.0329741   0.09532259 -0.44663482]
24,[-0.8058151],15.518160881692822,[-0.20232793 -0.10756794  0.49375751 -0.924642  ]
25,[0.98013129],15.460362661817426,[-0.09926987 -0.25688208  0.51231033 -0.52842148]
26,[0.0840715],15.463158282377613,[ 0.00473179 -0.33565057  0.50441474 -0.23013861]
27,[0.07213835],15.56880911366904,[ 0.0936394  -0.33971755  0.366173    0.20370687]
28,[0.46415518],15.725144902289514,[ 0.14016212 -0.23874919  0.09204895  0.79667515]
29,[1.],15.882915705172744,[ 0.12360205 -0.01208857 -0.24607269  1.42716563]
30,[1.],15.889469948380741,[ 0.05049002  0.30759311 -0.45651239  1.69770491]
31,[1.],15.486554730281998,[-0.04630235  0.63660132 -0.4833709   1.52672515]
32,[1.],14.66662155841231,[-0.13336658  0.89674601 -0.37025496  1.03719086]
33,[1.],13.791000008824145,[-0.18933269  1.04105963 -0.18102498  0.39030146]
34,[1.],13.255532330992425,[-0.20345811  1.04929884  0.0425871  -0.31027903]
35,[-0.03703212],13.267630684409239,[-0.1606563   0.88774779  0.38260234 -1.29520436]
36,[-1.],13.944498717582904,[-0.04220098  0.50980403  0.78359214 -2.44100024]
37,[-1.],15.145803220746423,[ 0.13692315 -0.0534403   0.94451618 -3.05385111]
38,[-1.],15.89742884478411,[ 0.30417798 -0.64418131  0.66295422 -2.71206034]
39,[-1.],15.185416793899408,[ 0.38487969 -1.09978283  0.12911952 -1.79833814]
40,[-0.8502567],13.557126584538018,[ 0.35592961 -1.35314185 -0.40019892 -0.73857072]
41,[-1.],12.11018413910686,[ 0.23712443 -1.40440176 -0.75578468  0.20581441]
42,[0.00219779],11.321035322187903,[ 0.05840388 -1.25495754 -0.99645495  1.25891622]
43,[-0.30636613],11.315572261109219,[-0.14476713 -0.92411993 -1.00348524  2.00309742]
44,[-0.46531001],12.045340178035627,[-0.3276022  -0.48339136 -0.78782739  2.32565707]
45,[0.17484169],13.217551573343385,[-0.45125026 -0.01065712 -0.40630818  2.30076382]
46,[1.],14.402834649500045,[-0.48437656  0.42367649  0.10630679  1.95251414]
47,[1.],15.078650010205887,[-0.40164506  0.74126589  0.71675001  1.1805108 ]
48,[1.],14.925088247201257,[-0.20728892  0.8886471   1.18500519  0.30200147]
49,[1.],14.102356622758974,[ 0.0502511   0.8747445   1.32964144 -0.38991692]
50,[1.],12.964145958449231,[ 0.29931962  0.75935392  1.10439234 -0.69334747]
51,[-0.36184322],11.871925924612112,[ 0.48836531  0.58229112  0.74762179 -1.018184  ]
52,[1.],11.307410372429633,[ 0.56917162  0.4181369   0.04379115 -0.58791871]
53,[0.31846166],11.514388021366612,[ 0.51342736  0.33039987 -0.59064147 -0.29283246]
54,[0.17786819],12.50099237329641,[ 0.34379383  0.28925025 -1.07202095 -0.14724638]
55,[-0.71632538],14.045353142610871,[ 0.11393026  0.22651236 -1.18058158 -0.50987424]
56,[-1.],15.49307157758243,[-0.10637138  0.06756372 -0.9862651  -1.07851498]
57,[-1.],15.948800817028655,[-0.26990322 -0.19728302 -0.63478476 -1.53419196]
58,[-0.05008997],14.873639553233584,[-0.36947475 -0.49752565 -0.35163354 -1.43895238]
59,[-0.89428169],12.813775858233182,[-0.39625237 -0.79238266  0.08814283 -1.4893836 ]
60,[0.02592298],10.859928944699803,[-0.34395449 -1.05815616  0.43437112 -1.15340957]
