,action,cost,state
0,[1.],12.533740416935267,[-0.00271814  0.95369462 -0.02487367 -0.4622071 ]
1,[-0.16554381],12.82273619525571,[ 0.00516743  0.78085602  0.1088036  -1.25990651]
2,[-0.6307833],13.739262763294319,[ 0.04721895  0.44180059  0.30448913 -2.09289065]
3,[-1.],15.067433860478758,[ 0.12277081 -0.04070187  0.41123105 -2.62700174]
4,[-1.],15.912977519591282,[ 0.19065208 -0.5566219   0.2227258  -2.4155597 ]
5,[-1.],15.332377740113355,[ 0.20025559 -0.97225904 -0.13208443 -1.69632989]
6,[-1.],13.66433643840212,[ 0.14251776 -1.22916749 -0.42183559 -0.87841395]
7,[-1.],11.939199897438735,[ 0.04350762 -1.33080688 -0.53739518 -0.16199252]
8,[-0.03735021],10.75032298859981,[-0.06956909 -1.27928612 -0.56728379  0.65080468]
9,[0.78635655],10.35362282417969,[-0.18369968 -1.05727861 -0.56222771  1.55138308]
10,[-1.],10.93654984575745,[-0.27058201 -0.72108218 -0.29419684  1.77352202]
11,[1.],12.326512134635685,[-0.32189202 -0.29987685 -0.20568721  2.38578235]
12,[0.57661425],14.148791719563489,[-0.33584823  0.18380234  0.10101863  2.34625029]
13,[0.57661425],15.465298508754861,[-0.26898842  0.59695579  0.57788718  1.71238423]
14,[1.],15.29388164627924,[-0.11408237  0.86554011  0.94080415  0.96405848]
15,[1.],13.869621710610181,[0.08911144 0.98946057 1.03883488 0.31210022]
16,[1.],12.031321333331375,[ 0.27961405  1.01050576  0.8181606  -0.04942925]
17,[1.],10.485730540958093,[ 0.40007053  0.98976249  0.35840358 -0.12050184]
18,[0.78766204],9.616267703019902,[ 0.41865283  0.96564213 -0.17559125 -0.11517773]
19,[-0.02033456],9.604169797533068,[ 0.34270574  0.91529578 -0.56209608 -0.41298372]
20,[1.],10.559691588967814,[ 0.19467441  0.81777587 -0.88019864 -0.59896196]
21,[-1.],12.326382714330055,[ 0.03305614  0.59823277 -0.69158633 -1.61826877]
22,[-1.],14.491126138239792,[-0.06990871  0.17448509 -0.33758075 -2.55680641]
23,[-1.],15.93681652630666,[-0.11369061 -0.37868673 -0.1442757  -2.83844031]
24,[-1.],15.013731818700228,[-0.14321357 -0.9121744  -0.16358833 -2.42797934]
25,[-1.],12.128869488515623,[-0.17521876 -1.34121242 -0.13263278 -1.87254475]
26,[-0.889189],9.235683877585785,[-0.18597142 -1.66832348  0.04944143 -1.42493664]
27,[-1.],7.306429664056318,[-0.14771532 -1.92223193  0.33938543 -1.12462013]
28,[-1.],6.302257182696402,[-0.05163252 -2.11822074  0.60798588 -0.82525602]
29,[-1.],5.9282678857858935,[ 0.08664201 -2.24476476  0.746403   -0.41506548]
30,[-1.],5.963908437957521,[ 0.23359462 -2.2720911   0.6887437   0.17422534]
31,[0.7105985],6.360514271324825,[ 0.3357277  -2.12479908  0.29612583  1.33690523]
32,[0.56581797],7.439937547003521,[ 0.33830675 -1.7233394  -0.30645282  2.72515498]
33,[-0.67024488],9.7844785886475,[ 0.21200794 -1.04735391 -0.96387451  4.04800023]
34,[1.],13.311782451570444,[-0.05416556 -0.07555427 -1.58202727  5.44767362]
35,[1.],15.921150019539564,[-0.33783783  0.97063583 -1.09161105  4.70233976]
36,[-0.64087733],14.061370826201047,[-0.44919912  1.71792185 -0.04706542  2.81086583]
37,[1.],10.22909548452244,[-0.38729198  2.1555309   0.62124895  1.61443159]
38,[0.27601586],7.451660474232532,[-0.21644331  2.37011121  1.03197208  0.59101984]
39,[1.],5.8866590376020715,[-1.58839833e-03  2.43144086e+00  1.06455339e+00  8.31316162e-02]
