,action,cost,state
0,[-0.08320339],12.533740416935267,[ 0.64538945  0.8369473   3.14149825 -1.42351077]
1,[0.96974661],8.33598056433242,[ 1.18788603  0.55622345  2.18896527 -1.18581069]
2,[0.54627469],4.845170419863724,[ 1.50380674  0.40387691  0.94369022 -0.26175415]
3,[0.99242871],3.015045020519864,[ 1.55552267  0.48090421 -0.42874296  1.04213659]
4,[0.91905501],2.4532541810901836,[ 1.33445502  0.81218152 -1.77003398  2.21538691]
5,[0.76599535],2.854773557999627,[ 0.85988605  1.31794248 -2.92869925  2.67583083]
6,[0.89223276],4.335104723386282,[ 0.19242556  1.80360325 -3.62667114  1.96861192]
7,[0.74402958],6.599815929410613,[-0.52360372  2.02803203 -3.34457276  0.14140247]
8,[0.68628481],8.598630962724434,[-1.07002185  1.82710915 -1.96919669 -2.17412624]
9,[-0.83632346],10.284493799564201,[-1.25464746  1.12538101  0.17365739 -4.83547368]
10,[-0.97650443],10.906937715681059,[-1.01525958 -0.08973661  2.02326843 -7.01945565]
11,[-0.98734065],8.85977395182326,[-0.56471545 -1.4747294   2.30954157 -6.52613218]
12,[-0.91073665],5.726736038537834,[-0.10090079 -2.69972751  2.3412351  -5.84880828]
13,[-0.97927429],4.212679094751059,[ 0.36436489  2.41069514  2.29115642 -6.03611767]
14,[-0.81873535],4.003099312580034,[ 0.82296403  1.10782763  2.3390458  -7.13367848]
15,[-0.92115151],5.418565379792546,[ 1.26836459 -0.40083664  1.80647544 -7.43102707]
16,[-0.91613816],8.670412956865562,[ 1.40855306 -1.65928887 -0.54411887 -5.00889867]
17,[-0.79862954],9.79854355113916,[ 1.05833571 -2.40712688 -2.83107269 -2.5075495 ]
18,[-0.51127794],7.346860498107847,[ 0.34694231 -2.69310013 -4.08205144 -0.51251848]
19,[0.18189617],5.019582611721683,[-0.49603434 -2.67855681 -4.15416118  0.43721789]
20,[-0.48077622],3.5344800732412662,[-1.24851356 -2.61225223 -3.27766562  0.04906276]
21,[0.80034643],2.4472908208315713,[-1.80059216 -2.68466005 -2.24568409 -0.85391983]
22,[-0.18384099],2.3933095806299747,[-2.14978248 -2.98747255 -1.26364864 -2.17524073]
23,[-0.9218508],3.4783112848278637,[-2.29634439  2.72128083 -0.15080391 -3.54499095]
24,[-0.40052874],5.051343318423912,[-2.18485836  1.89231911  1.32215861 -4.77710897]
25,[-0.85164877],5.670696943461805,[-1.74625524  0.75632075  3.09769447 -6.73844147]
26,[-0.84910986],5.636752533876309,[-0.97396838 -0.75860531  4.40797713 -7.84999722]
27,[-0.7856454],5.764556158142324,[-0.04658536 -2.16987572  4.83392737 -6.1299849 ]
28,[-0.5109735],5.746498735314566,[ 0.91125443  3.04373956  4.52542871 -4.7275433 ]
29,[-0.50733464],3.708412874725202,[ 1.69350405  2.17689523  3.24768039 -3.97037771]
30,[-0.29147166],1.2805871026266449,[ 2.22275384  1.47097368  2.1036081  -3.0500829 ]
31,[-0.546418],0.2936010968753368,[ 2.55807319  0.95808344  1.29585579 -2.08446669]
32,[-0.85087225],0.055132936898651244,[ 2.76025761  0.61728126  0.76297353 -1.36536712]
33,[0.29001291],0.009907773598683776,[ 2.86030327  0.43353019  0.25840457 -0.50390033]
34,[-0.40550967],0.002587548877743621,[ 2.87733096e+00  3.84391508e-01 -8.33447059e-02  2.44821172e-03]
35,[-0.77055506],0.0017573958310501986,[ 2.83048242  0.42285304 -0.39510384  0.39348811]
36,[-0.63615374],0.0029422420730526844,[ 2.71066867  0.55464806 -0.82802131  0.95391442]
37,[0.09080455],0.009813653119211924,[ 2.47715011  0.84189406 -1.54653496  1.94836929]
38,[0.84007657],0.052186021570119964,[ 2.06605749  1.36079916 -2.61017371  3.20907504]
39,[0.02616096],0.31939582829462715,[ 1.42033983  2.07776076 -3.89395914  3.86372713]
40,[0.07088894],1.4708067230313138,[ 0.50791109  2.87025019 -5.12396674  4.01443034]
41,[-0.0460725],3.616137551673174,[-0.53436529 -2.58724957 -5.02336265  4.31447282]
42,[-0.46134456],3.4625454049753395,[-1.4185697  -1.69858008 -3.75371609  4.4724542 ]
43,[0.39788977],1.3269613711499004,[-2.05174692 -0.82747656 -2.62592863  4.14133815]
44,[0.61976094],0.32672618009693705,[-2.49041573 -0.0518986  -1.81112053  3.63790342]
45,[0.78194005],0.14355468759458453,[-2.79767868  0.66046434 -1.30153239  3.56833651]
46,[0.54892476],0.2724264788466481,[-3.0157116   1.39357531 -0.8758182   3.80205885]
47,[-0.57704825],0.9150742740890783,[-3.13135663  2.16002479 -0.27006172  3.8686019 ]
48,[-0.12116839],2.4468868113138464,[-3.13219037  2.94471065  0.19850577  3.95130251]
49,[0.45658682],3.9303906837926053,[-3.09906304 -2.54416834  0.01927942  3.96516249]
50,[-0.62211324],3.2509082346268996,[-3.14136723 -1.78660375 -0.44174811  3.580208  ]
51,[-0.63517068],1.4735920884088,[ 3.01879414 -1.12124444 -0.7588825   3.06510703]
52,[0.39156464],0.47136516611181123,[ 2.83053055 -0.52137901 -1.14000501  2.99488407]
53,[-0.39248593],0.14056395440167688,[ 2.55945344  0.08324147 -1.61772741  3.14285926]
54,[0.74307254],0.08214020577913908,[ 2.1472125   0.80582652 -2.55163413  4.10404498]
55,[0.70876897],0.22344618115972772,[ 1.52183247  1.70504742 -3.74986677  4.78480907]
56,[-0.62422053],1.107922644578456,[ 0.64325738  2.64757244 -4.99166617  4.58107892]
57,[-0.18599269],3.2806679545082003,[-0.39947076 -2.72378358 -5.14851361  4.64446612]
58,[-0.0546022],3.691912854873141,[-1.32103815 -1.75539699 -3.97911842  4.98915096]
59,[0.33756085],1.560729618691012,[-2.00236381 -0.76056206 -2.8849522   4.85605578]
60,[0.23118976],0.42581706629645444,[-2.48950284  0.15593921 -2.02323257  4.30406081]
61,[-0.19732363],0.264461306973666,[-2.82098787  0.96862292 -1.32584388  3.90878514]
62,[-0.74530818],0.5976714797052456,[-3.0203594   1.73205279 -0.66962497  3.77395621]
63,[0.47507785],1.6540205305086402,[-3.09437539  2.5102386  -0.07392117  3.98710918]
64,[-0.39850385],3.3683369777930587,[-3.06757709 -2.98496537  0.23305132  3.86547344]
65,[-0.59098209],3.905593869300661,[-3.04101676 -2.24502912 -0.02243996  3.49679849]
66,[0.2571646],2.395563084621204,[-3.08372054 -1.58238316 -0.38168391  3.10490555]
67,[0.19508411],0.9127994158340701,[ 3.1008608  -1.0089499  -0.58420879  2.6343094 ]
68,[-0.25944515],0.252991251254836,[ 2.97318431 -0.53260595 -0.69988441  2.17024315]
69,[0.66042478],0.06247941768838548,[ 2.79954101 -0.08463249 -1.07529719  2.39477091]
70,[-0.96317381],0.021782358878518038,[ 2.54656837  0.40438673 -1.50776487  2.58316604]
71,[0.2487015],0.036092963909666,[ 2.15964539  1.01431374 -2.41059907  3.52986168]
72,[-0.49463942],0.19813132630515706,[ 1.56970545  1.7823997  -3.54394778  4.07669177]
