,action,cost,state
0,[-1.78797658],9.872801261331537,[ 3.12818283 -0.26819649]
1,[-1.08171839],9.79389086347265,[ 3.10716297 -0.42039718]
2,[-1.30589112],9.673840454783226,[ 3.07763979 -0.59046369]
3,[-1.83677603],9.510105135622336,[ 3.03673738 -0.81804813]
4,[-1.98808576],9.292646672391637,[ 2.9848492  -1.03776356]
5,[-1.98808575],9.020972562550567,[ 2.92390422 -1.21889961]
6,[-1.96292347],8.70164058877195,[ 2.85633631 -1.35135824]
7,[-1.98774664],8.345225156007515,[ 2.78441293 -1.43846765]
8,[-1.987908],7.963826040885663,[ 2.71069148 -1.47442884]
9,[-1.9869336],7.569190268123616,[ 2.63773141 -1.45920156]
10,[-1.96159198],7.174401733750524,[ 2.56816478 -1.39133246]
11,[-1.68485879],6.791889705573664,[ 2.50630602 -1.23717518]
12,[-0.75128847],6.435194564181371,[ 2.46106541 -0.90481227]
13,[-0.99299448],6.139697518176146,[ 2.43197245 -0.58185926]
14,[-2.],5.952346007015277,[ 2.41231245 -0.39319998]
15,[-2.],5.838711973238086,[ 2.40263994 -0.19345016]
16,[-1.85425224],5.779859232014354,[2.40431732 0.03354761]
17,[-0.65547039],5.781283967033021,[2.42628892 0.43943205]
18,[-0.53930804],5.906478848290238,[2.46880997 0.85042089]
19,[0.26071342],6.167412202211509,[2.53665504 1.35690144]
20,[0.94036952],6.619621241129966,[2.63287954 1.92448994]
21,[0.42672083],7.302602901659379,[2.75056896 2.35378835]
22,[0.63445109],8.120064067389823,[2.88730932 2.7348073 ]
23,[1.67054254],9.08726292094313,[3.04601195 3.17405257]
24,[1.50437649],10.28791291320955,[3.21957622 3.47128547]
25,[1.6236577],10.593319172031924,[3.40239651 3.65640572]
26,[1.62403212],9.638511859953471,[3.58772739 3.70661755]
27,[1.58604826],8.641910323375697,[3.76877306 3.62091342]
28,[1.62403202],7.6360078453937295,[3.93999156 3.42437015]
29,[1.62403269],6.665825487437206,[4.09653133 3.13079529]
30,[1.62421505],5.764281608533402,[4.23464227 2.76221881]
31,[1.6281818],4.962164827923512,[4.35166333 2.34042118]
32,[2.],4.282534285967149,[4.44859785 1.93869047]
33,[2.],3.745563205233142,[4.52432956 1.51463416]
34,[2.],3.3269852038104832,[4.57822244 1.0778575 ]
35,[1.6931025],3.025942670156936,[4.60765059 0.58856301]
36,[0.56561031],2.8423771594007117,[ 4.60402632 -0.07248541]
37,[-0.27135117],2.8201739650896855,[ 4.56108687 -0.85878897]
38,[-0.30585432],3.0394684334629063,[ 4.47878192 -1.64609885]
39,[0.44632205],3.527034915777778,[ 4.36334298 -2.30877885]
40,[-0.52302634],4.219114088069839,[ 4.20874261 -3.09200736]
41,[-1.14038644],5.260663918446652,[ 4.01274578 -3.91993675]
42,[-1.36126482],6.693339117780856,[ 3.77784925 -4.69793047]
43,[-2.],8.487763812817537,[ 3.50567065 -5.44357199]
