,action,cost,state
0,[-0.13883642],9.86962367663971,[ 3.14055138 -0.02082546]
1,[-1.43558686],9.865167252986963,[ 3.12878225 -0.23538254]
2,[-1.41484916],9.796820682881775,[ 3.10688214 -0.43800237]
3,[-1.78001501],9.675069662227122,[ 3.07293329 -0.67897696]
4,[-1.7560048],9.492103509968107,[ 3.02838711 -0.89092361]
5,[-1.87746817],9.254027840943467,[ 2.97399606 -1.0878209 ]
6,[-1.89954771],8.966596286123822,[ 2.9116139  -1.24764324]
7,[-1.84684357],8.63656769539003,[ 2.84392879 -1.35370214]
8,[-1.84130303],8.274572322065428,[ 2.7734322 -1.4099319]
9,[-1.86321569],7.894188522150182,[ 2.70245773 -1.41948943]
10,[-1.864297],7.508248388495074,[ 2.6334444 -1.3802665]
11,[-1.82511889],7.1288740343810835,[ 2.5689887  -1.28911411]
12,[-1.86109475],6.769348110012901,[ 2.51089312 -1.16191145]
13,[-1.8457784],6.442994995455272,[ 2.46106833 -0.99649582]
14,[-1.88032394],6.15969334526909,[ 2.42073614 -0.80664393]
15,[-1.90763596],5.928669955522155,[ 2.39084773 -0.59776805]
16,[-1.93982414],5.755648462778983,[ 2.37199253 -0.37710396]
17,[-1.94133706],5.644338113405481,[ 2.36467161 -0.14641844]
18,[-1.94991769],5.597617850162211,[2.36901708 0.08690932]
19,[-1.95137168],5.616805092008132,[2.38490158 0.31769004]
20,[-1.89716009],5.701447459134235,[2.41230185 0.54800546]
21,[-1.63004123],5.851888262922593,[2.4524646  0.80325502]
22,[-1.14936403],6.080425533257673,[2.50785204 1.10774875]
23,[1.51161731],6.414317578221269,[2.59678273 1.77861371]
24,[1.80129033],7.062871849048045,[2.71865767 2.43749891]
25,[1.8486268],7.988657057432633,[2.86978877 3.02262188]
26,[1.9313443],9.153041956881687,[3.04547255 3.51367568]
27,[1.88483655],10.51304733811799,[3.23889156 3.86838028]
28,[1.8529603],10.767594453914453,[3.44256483 4.07346523]
29,[1.9111798],9.732089225659964,[3.6494551  4.13780559]
30,[1.82867116],8.652022323025315,[3.85182377 4.04737331]
31,[1.88987786],7.553213631708967,[4.04391618 3.84184822]
32,[1.93308618],6.4940428150244855,[4.2210779  3.54323431]
33,[1.92168359],5.5114307752445155,[4.37958792 3.17020054]
34,[1.89339707],4.632285097814388,[4.51685602 2.74536188]
35,[1.79593832],3.8768457359137423,[4.63080824 2.27904443]
36,[1.88783191],3.25331823496049,[4.72154392 1.81471361]
37,[1.85664315],2.771489496117488,[4.788706   1.34324152]
38,[1.91425152],2.4175625485087733,[4.83283411 0.88256229]
39,[1.911568],2.1850643067551228,[4.85407066 0.42473105]
40,[1.87226778],2.0639137001284094,[ 4.85222498 -0.03691373]
41,[1.92105381],2.051474178052627,[ 4.82765324 -0.49143481]
42,[1.92257843],2.146420734439334,[ 4.78024967 -0.94807136]
43,[1.94369878],2.352477431153338,[ 4.71001015 -1.40479031]
44,[1.86518011],2.675702543513295,[ 4.61625959 -1.87501117]
45,[1.84743431],3.133621032608078,[ 4.49903793 -2.34443337]
46,[0.91462179],3.7336551904306727,[ 4.35202616 -2.94023524]
47,[-0.59261379],4.594225156681993,[ 4.16547846 -3.73095403]
48,[-1.87080476],5.880183984925187,[ 3.93286965 -4.6521762 ]
49,[-1.94451378],7.692039153932537,[ 3.65900506 -5.4772919 ]
50,[-1.90874708],9.890037950720918,[ 3.35227613 -6.13457864]
51,[-1.9434185],12.35731102053438,[ 3.02312924 -6.58293765]
52,[-1.94077422],13.476583833342936,[ 2.68385855 -6.78541389]
53,[-1.77431901],11.81042907774645,[ 2.34785233 -6.72012428]
54,[-1.31325764],10.03014226603427,[ 2.02873347 -6.38237725]
55,[-0.15107213],8.18925625914813,[ 1.74211781 -5.73231328]
56,[0.52203016],6.321188523130795,[ 1.49636838 -4.9149885 ]
57,[-0.28598011],4.654911319836441,[ 1.28587029 -4.20996188]
58,[-1.43447633],3.4278980252072095,[ 1.10060171 -3.70537149]
59,[-0.98664611],2.585275395557735,[ 0.9413638  -3.18475831]
60,[-1.3690042],1.9023085237028787,[ 0.80217192 -2.78383766]
61,[-0.85435694],1.4191849221981125,[ 0.68352989 -2.37284052]
62,[-0.28870904],1.0303336747643337,[ 0.58640507 -1.94249649]
63,[-0.94418178],0.7220916403722591,[ 0.50295026 -1.66909606]
64,[-0.81159879],0.532205825285651,[ 0.43148394 -1.42932647]
65,[-0.64994257],0.3908982306591265,[ 0.37082627 -1.21315346]
66,[-0.95078214],0.28559023812616574,[ 0.31662719 -1.08398154]
67,[-0.523068],0.21802797429324214,[ 0.27018122 -0.92891934]
68,[-0.60024265],0.15964729918891502,[ 0.22924241 -0.81877618]
69,[-0.28191764],0.11967100431497109,[ 0.19471072 -0.69063395]
70,[0.26409177],0.08567953334098674,[ 0.16941531 -0.50590814]
71,[-0.50924371],0.05455518109447965,[ 0.1466233  -0.45584016]
72,[-0.52796411],0.04255616343881133,[ 0.12535026 -0.4254609 ]
73,[0.11453031],0.033827501321041537,[ 0.10962452 -0.31451466]
74,[-0.5301567],0.022190549449625813,[ 0.09402531 -0.31198435]
75,[-0.46533715],0.018790720354000007,[ 0.07845681 -0.31136981]
76,[0.2054118],0.015892781502230252,[ 0.06736803 -0.22177577]
77,[-0.03749951],0.009458306603771543,[ 0.05852238 -0.17691289]
78,[-0.45799627],0.006764446847690446,[ 0.0484351  -0.20174559]
79,[0.33298368],0.006526965724902069,[ 0.04266081 -0.11548592]
80,[-0.02111125],0.0031540897736336173,[ 0.03832747 -0.08666671]
81,[-0.06723867],0.002224627832761994,[ 0.03492677 -0.06801394]
82,[-0.05742825],0.0016857671299760036,[ 0.03240485 -0.05043842]
83,[0.05041074],0.0013070191593350026,[ 0.03147598 -0.01857742]
84,[-0.21827836],0.001072894922668681,[ 0.03009018 -0.02771609]
85,[-0.28722214],0.0010647334749420666,[ 0.02767842 -0.04823518]
86,[-0.83039983],0.0016883219879794877,[ 0.02007647 -0.152039  ]
87,[-0.61944681],0.0030983645341574463,[ 0.00858148 -0.22989968]
88,[1.29603797],0.007038742451198953,[ 0.00712859 -0.02905795]
89,[0.53321388],0.0004195702136172703,[0.00994211 0.05627053]
90,[-1.04751019],0.0015127604709602189,[ 0.00527214 -0.09339954]
91,[0.00956456],0.0009002342647810304,[ 0.0008716  -0.08801077]
92,[0.55467382],0.0010830122869503636,[ 0.0006638 -0.004156 ]
93,[0.10436841],1.3060625630708967e-05,[0.00126365 0.01199711]
94,[-0.6498794],0.0004383331304734308,[-0.0029632  -0.08453706]
95,[0.52042114],0.0009942701436773992,[-0.00339801 -0.00869628]
96,[-0.09260967],2.768558341767857e-05,[-0.00465483 -0.02513624]
97,[0.22851022],0.00013706737709643144,[-0.00437237  0.00564919]
98,[-0.35988218],0.0001518240985969289,[-0.00695299 -0.0516124 ]
99,[0.1954648],0.00035293453934947974,[-0.00832836 -0.02750738]
100,[0.55523544],0.0004533135151034577,[-0.00585177  0.04953174]
101,[-0.49250704],0.0005221456928699902,[-0.00728842 -0.02873312]
102,[-0.28046277],0.00021433971287125895,[-0.01110186 -0.0762688 ]
103,[0.93667884],0.0015823117195677152,[-0.00830653  0.05590679]
104,[0.16706601],0.00040946637581508845,[-0.00456968  0.07473687]
105,[-0.64475535],0.0009951514714558632,[-0.00583987 -0.02540368]
106,[-0.29831751],0.00018763204490257663,[-0.00956642 -0.07453118]
107,[0.23172825],0.0007007040974411364,[-0.01191376 -0.04694665]
108,[0.35081939],0.000485410618502277,[-0.0120767  -0.00325885]
109,[0.76672568],0.0007347769291669803,[-0.00694206  0.1026927 ]
110,[0.11656197],0.0011163580202767163,[-0.00119354  0.11497049]
111,[-0.29263022],0.0014088783304288227,[0.0023155 0.0701808]
112,[-1.00533305],0.0015085905986835725,[-0.00162863 -0.07888253]
113,[0.77735692],0.0012291815774898923,[0.00019635 0.03649954]
114,[-0.45226197],0.0003378010665278426,[-0.00136327 -0.0311925 ]
115,[0.97039327],0.0010408188005247118,[0.00430393 0.11334404]
116,[-0.25786182],0.0013697036723591698,[0.00819856 0.0778927 ]
117,[-0.91828956],0.0015171994863675355,[ 0.00551347 -0.05370188]
118,[0.16403693],0.0003456956153433747,[ 0.00426541 -0.02496126]
119,[0.36201998],0.00021155858852434198,[0.00589245 0.03254079]
120,[0.50292222],0.0003935419606906639,[0.01151237 0.11239843]
121,[-0.40886522],0.0015630460570715235,[0.0144975  0.05970273]
122,[-0.32791283],0.0006741460459088147,[0.01556693 0.02138855]
123,[-0.02711154],0.00028881141057644365,[0.01701676 0.02899655]
124,[-0.15852334],0.00039877972250889325,[0.01791576 0.01798   ]
125,[-1.12451936],0.0016178462620485303,[ 0.01105267 -0.1372618 ]
126,[0.41458545],0.00217812282831985,[ 0.00771344 -0.06678465]
127,[-0.259667],0.0005729430193474868,[ 0.00271595 -0.09994968]
128,[0.02226928],0.0010068661982046796,[-0.00201266 -0.09457233]
129,[0.90373898],0.0017151874747413354,[-3.87128418e-05  3.94790234e-02]
130,[-0.74536339],0.0007114274056843652,[-0.00365644 -0.07235452]
131,[0.20374671],0.0005783999132079352,[-0.00588318 -0.04453484]
132,[0.38327908],0.0003798498285667928,[-0.00545595  0.00854467]
133,[0.05530422],4.012705069285338e-05,[-0.00481853  0.01274836]
134,[0.54527494],0.0003367950548758422,[-0.00027224  0.09092572]
135,[0.15483679],0.000850797177924539,[0.00542511 0.11394705]
136,[-0.05288603],0.0013306218718981747,[0.01092926 0.11008296]
137,[-0.60258561],0.0016943839422336785,[0.01232385 0.0278919 ]
138,[-0.59156776],0.0005796255685883798,[ 0.00974382 -0.05160061]
139,[0.24062352],0.00041910403331844057,[ 0.00933386 -0.00819933]
140,[0.00779917],9.390458825825945e-05,[ 9.33239731e-03 -2.91644844e-05]
141,[-0.87954909],0.0008607003267802556,[ 0.00308428 -0.12496233]
142,[0.5416984],0.001864508379841977,[ 0.00101456 -0.04139436]
143,[0.40267901],0.00033452906452765185,[0.00200298 0.01976841]
144,[-0.03331984],4.420115319249586e-05,[0.00281662 0.01627267]
145,[0.03937477],3.5963677318452526e-05,[0.00403118 0.02429134]
146,[-0.41968083],0.0002513893783570057,[ 0.00224931 -0.0356374 ]
147,[-0.321716],0.00023556302431936062,[-0.00186108 -0.08220782]
148,[-0.11314573],0.0006920780688117001,[-0.00688985 -0.10057548]
149,[0.12954703],0.0010757952463417535,[-0.01120539 -0.08631077]
