,action,cost,state
0,[-0.15767155],2.4860317409536086e-05,[-0.00118254 -0.02365073]
1,[0.66762336],0.0005030550570636482,[0.00259776 0.07560587]
2,[-0.57539041],0.0009094472093600166,[ 0.00216004 -0.00875438]
3,[0.08812011],2.009482965100066e-05,[0.00246422 0.00608367]
4,[-0.43441115],0.00019848653632660086,[-0.00039727 -0.05722984]
5,[-0.50685977],0.0005845901134590218,[-0.00707511 -0.13355676]
6,[0.40135951],0.001994887398955857,[-0.01100806 -0.07865912]
7,[0.87464762],0.001504911663801759,[-0.00879396  0.04428214]
8,[-0.18555401],0.00030785478871944504,[-0.00830127  0.00985366]
9,[-0.05197285],8.132179342234448e-05,[-0.00850968 -0.00416815]
10,[0.7544554],0.0006433549865363446,[-0.00337878  0.10261797]
11,[-0.92435902],0.0019189005822922165,[-0.00530728 -0.03856997]
12,[0.4811592],0.00040844563822378015,[-0.00382611  0.02962347]
13,[-0.11840602],0.00011641409517272512,[-0.00337646  0.00899299]
14,[-0.05534741],2.2551202417741173e-05,[-0.00346853 -0.00184146]
15,[0.37134561],0.00015026737300450908,[-0.00090558  0.05125899]
16,[0.41877356],0.0004389397837161658,[0.00476421 0.11339584]
17,[-0.46141759],0.0015214654994204857,[0.00715203 0.04775634]
18,[-0.97159824],0.0012232214476439263,[ 0.00252106 -0.09261942]
19,[-0.13815823],0.0008832790808417103,[-0.00305156 -0.11145236]
20,[0.60780536],0.001620902296853314,[-0.00418007 -0.02257023]
21,[0.27003319],0.0001413324482287039,[-0.00344009  0.01479971]
22,[-0.26615976],0.00010457835233157468,[-0.0048253  -0.02770432]
23,[0.56608061],0.0004204837462639659,[-0.00214586  0.05358881]
24,[-0.43869684],0.00048423568685879793,[-0.00283712 -0.01382511]
25,[-0.46067221],0.00023938151122196286,[-0.00708981 -0.08505378]
26,[0.78463312],0.0013893291207063806,[-0.00572361  0.02732387]
27,[-0.21804914],0.00015496460059878124,[-0.00620742 -0.00967619]
28,[-0.00518525],4.792185793620205e-05,[-0.0069629  -0.01510951]
29,[0.26448074],0.00014126176497874075,[-0.00599588  0.01934047]
30,[0.32311732],0.00017776070749122577,[-0.00283032  0.06331119]
31,[-0.15868287],0.0004340215765542755,[-0.00096102  0.03738602]
32,[0.89869099],0.0009483405016227724,[0.00761243 0.17146891]
33,[-1.37033034],0.0048759129338753465,[ 0.00619386 -0.02837138]
34,[-0.10906141],0.00013075179818686377,[ 0.0041896  -0.04008522]
35,[-0.22821038],0.000230315225806521,[ 0.00063087 -0.07117459]
36,[0.43798179],0.0006988082621896442,[ 0.00038066 -0.00500417]
37,[0.58687582],0.00034707229890071714,[0.0045463 0.0833127]
38,[0.0706263],0.0007197575140136637,[0.00941211 0.09731636]
39,[-0.73841927],0.0015808982792427629,[ 0.00909274 -0.00638755]
40,[0.09413994],9.562027836971235e-05,[0.00982038 0.0145529 ]
41,[-0.37022689],0.000254686544970164,[ 0.00813958 -0.03361597]
42,[0.96851916],0.0011172854943295686,[0.01402791 0.11776653]
43,[-0.77610403],0.0021860152579857356,[0.01462149 0.01187151]
44,[0.05368233],0.0002307629176289171,[0.01616597 0.03088958]
45,[-1.0491773],0.0014575280688592508,[ 0.01044781 -0.11436307]
46,[0.97510609],0.002367879734642619,[0.01243474 0.03973856]
47,[-1.12776809],0.001584398959913062,[ 0.0064297  -0.12010083]
48,[0.8352542],0.002181411646016005,[0.00693018 0.01000954]
49,[-0.56951215],0.00038239050027974474,[ 0.00341919 -0.0702197 ]
50,[0.84276684],0.0012150273987768898,[0.00635718 0.05875972]
51,[-0.58514799],0.000728082291753204,[ 0.00514494 -0.02424463]
52,[-0.32088121],0.0001882154216399508,[ 0.00171904 -0.06851812]
53,[-0.01404816],0.00047262574928533794,[-0.00174777 -0.06933607]
54,[0.08867322],0.0004916666583960847,[-0.00461506 -0.05734591]
55,[0.9416105],0.0012367844394282914,[-0.00059334  0.08043438]
56,[-0.22191043],0.0006965653113257106,[0.0017418  0.04670281]
57,[-0.34345539],0.00033911074914724716,[ 0.00156634 -0.00350915]
58,[-0.05911388],7.1792894632440645e-06,[ 0.00100627 -0.01120147]
59,[0.24831957],7.522248189483947e-05,[0.00234633 0.02680116]
60,[0.27507154],0.00015299983627939826,[0.00583741 0.06982164]
61,[-0.44242031],0.0007173171749321175,[0.00622924 0.00783662]
62,[-0.24336116],0.00010416934870054344,[ 0.00502946 -0.02399565]
63,[0.50855336],0.00034150109170894406,[0.00783243 0.05605943]
64,[0.18981308],0.0004116418992101629,[0.01235271 0.09040565]
65,[-0.05188624],0.0009725998465653672,[0.01694706 0.09188701]
66,[-0.82004038],0.0018039914726575338,[ 0.01602659 -0.01840936]
67,[0.67989965],0.000753005684199853,[0.02080635 0.09559502]
68,[-0.78361079],0.001960790693443136,[ 0.0204892  -0.00634296]
69,[-0.77115591],0.001018511951372029,[ 0.01515667 -0.10665053]
70,[-0.24302225],0.0014262179588511526,[ 0.00856983 -0.1317368 ]
71,[0.69492368],0.0022918192602147287,[ 0.00751628 -0.02107095]
72,[-0.8115485],0.0007595039707816279,[ 0.00065798 -0.13716606]
73,[0.13122525],0.0018991059043308165,[-0.00519146 -0.11698879]
74,[0.92164197],0.0022450129065717745,[-0.00432326  0.01736393]
75,[0.23493014],0.00010403336964064247,[-0.00185521  0.04936101]
76,[-1.10376113],0.0014653813935675297,[-0.00773494 -0.11759457]
77,[0.64251558],0.0018555038054764745,[-0.00908586 -0.02701838]
78,[0.88512309],0.0009389950020673697,[-0.00413907  0.09893578]
79,[-0.94119497],0.0018818088250597315,[-0.00640646 -0.04534775]
80,[-0.55577658],0.0005555721892642157,[-0.01308241 -0.13351905]
81,[0.3175983],0.0020547518548608493,[-0.01786695 -0.09569083]
82,[1.14341149],0.002542291416920135,[-0.01474588  0.06242139]
83,[0.09611736],0.0006163225758742938,[-0.01145688  0.06577998]
84,[0.22061584],0.0006126321183906374,[-0.00694289  0.09027988]
85,[-0.58490802],0.0012053667953560061,[-0.00707606 -0.00266345]
86,[0.38837373],0.0002016142055557758,[-0.00456178  0.05028561]
87,[-0.40201723],0.0004352919560463702,[-0.0052337 -0.0134383]
88,[-0.00075464],4.54509460618318e-05,[-0.00610753 -0.01747675]
89,[0.33031745],0.00017695528257632715,[-0.00473302  0.02749024]
90,[0.0219432],9.845435179882837e-05,[-0.00337142  0.02723197]
91,[0.30402998],0.00017795874728957831,[0.00014397 0.0703079 ]
92,[0.24962653],0.0005566542657885345,[0.00553696 0.10785986]
93,[-0.21117987],0.0012386298802609795,[0.00955374 0.08033558]
94,[-0.35190783],0.0008604937149539612,[0.01128947 0.03471461]
95,[-0.61162718],0.0006220504268888566,[ 0.00886135 -0.04856254]
96,[0.19564442],0.0003526322763241699,[ 0.00823285 -0.01256996]
97,[-0.18081917],0.00011627575705680769,[ 0.00655694 -0.03351827]
98,[0.28918582],0.00023896926837818183,[0.0072958  0.01477727]
99,[-1.34367946],0.001880539958821414,[-0.00176934 -0.18130285]
100,[0.66707398],0.0037351904695977845,[-0.00589778 -0.08256876]
101,[0.81689769],0.0013838656083947076,[-0.00412065  0.03554259]
102,[-0.03935437],0.0001448560839091106,[-0.0027932   0.02654895]
103,[-0.28497875],0.0001594995598693594,[-0.00370784 -0.01829276]
104,[0.24504219],0.0001072562791237219,[-0.00292371  0.01568269]
105,[0.21171671],7.796671444096893e-05,[-0.00066134  0.04524742]
106,[-0.75760694],0.0007791385551480057,[-0.00410582 -0.06888962]
107,[-0.33906374],0.00060639997756835,[-0.01024724 -0.12282854]
108,[0.62298483],0.0020018011067130014,[-0.01210055 -0.03706611]
109,[0.36552429],0.00041742100401147227,[-0.01166618  0.00868734]
110,[0.00951602],0.00014373737802252012,[-0.01159792  0.0013653 ]
111,[0.37100602],0.0002723435800490696,[-0.00918202  0.04831796]
112,[-0.46597457],0.0005349043408216169,[-0.01060525 -0.02846464]
113,[0.00599038],0.0001935308511723507,[-0.01238125 -0.03551988]
114,[0.32913769],0.0003877930277750731,[-0.01215299  0.00456508]
115,[0.64227029],0.0005622903418057975,[-0.00756344  0.0917911 ]
116,[-1.08638508],0.0020799988072985193,[-0.0114054  -0.07683918]
