,action,cost,state
0,[-0.23310584],9.86965873942212,[ 3.13984436 -0.03496588]
1,[-1.42611952],9.860778681818042,[ 3.12746573 -0.24757258]
2,[-1.41723584],9.789179671875159,[ 3.10498757 -0.44956312]
3,[-1.60806092],9.663744398177412,[ 3.07182135 -0.66332458]
4,[-1.50944681],9.482364758767327,[ 3.02994857 -0.83745557]
5,[-1.81962117],9.254032524120525,[ 2.97860659 -1.02683952]
6,[-1.66942681],8.980324151939604,[ 2.92082887 -1.15555448]
7,[-1.76121989],8.667873784738424,[ 2.85805355 -1.25550626]
8,[-1.71084445],8.329026707307019,[ 2.79293773 -1.30231654]
9,[-1.52427074],7.9724273897491065,[ 2.72920114 -1.27473167]
10,[-1.77908101],7.6141980983965665,[ 2.66715151 -1.24099271]
11,[-1.76625659],7.270823123319349,[ 2.6089865  -1.16330015]
12,[-1.66528299],6.94491045525653,[ 2.55737363 -1.03225743]
13,[-1.69687335],6.649594800866976,[ 2.51371726 -0.87312735]
14,[-1.76841146],6.398136889427749,[ 2.47882631 -0.69781906]
15,[-1.77254274],6.19641692160837,[ 2.45371503 -0.50222555]
16,[-1.80402674],6.049195018610582,[ 2.43888226 -0.2966554 ]
17,[-1.80670998],5.960211328238395,[ 2.43473498 -0.08294565]
18,[-1.82162992],5.931940751281398,[2.44127975 0.13089552]
19,[-1.7760514],5.964714563760629,[2.45867128 0.34783054]
20,[-1.65029016],6.0598865380885,[2.48735045 0.57358345]
21,[-0.72904625],6.220343589660984,[2.53338271 0.92064509]
22,[1.18333817],6.504186976800145,[2.60971747 1.52669531]
23,[1.50203399],7.045961258632941,[2.71633563 2.13236318]
24,[1.73780864],7.8361965281485775,[2.85145817 2.70245067]
25,[1.61562409],8.86374788451723,[3.00942592 3.15935511]
26,[1.52285231],10.057115930648006,[3.18375691 3.48661967]
27,[1.80037391],10.8253494311097,[3.37001    3.72506193]
28,[1.7370047],9.877216181558364,[3.56079927 3.81578544]
29,[1.80385725],8.870661464432748,[3.74985363 3.7810871 ]
30,[1.66196282],7.850193477434178,[3.92994366 3.60180062]
31,[1.71669818],6.8379900713922686,[4.09631424 3.3274116 ]
32,[1.82553299],5.89290442569959,[4.24577058 2.98912687]
33,[1.75570832],5.0476292116340895,[4.37490369 2.58266212]
34,[1.6082739],4.311139636946174,[4.48071421 2.11621047]
35,[1.80673467],3.700001009818983,[4.56357713 1.65725826]
36,[1.6781317],3.234518914217608,[4.62194048 1.16726706]
37,[1.85036368],2.8994094622109525,[4.65683485 0.69788737]
38,[1.75680701],2.696806864607905,[4.66746312 0.21256548]
39,[1.80031002],2.618317703919237,[ 4.65413156 -0.26663127]
40,[1.87275595],2.6644325552518056,[ 4.61740928 -0.73444552]
41,[1.85714109],2.8321997598820188,[ 4.55728458 -1.20249397]
42,[1.74287719],3.126370102125329,[ 4.47318164 -1.68205895]
43,[1.35382147],3.5608783504653134,[ 4.36280012 -2.20763029]
44,[-0.543221],4.175537498715234,[ 4.21311269 -2.99374865]
45,[-1.22789046],5.182961455485717,[ 4.02129373 -3.83637919]
46,[-1.6720663],6.590729842974173,[ 3.78803871 -4.66510043]
47,[-1.81651364],8.405372467768013,[ 3.51857158 -5.38934248]
48,[-1.7715762],10.550728759700025,[ 3.22201339 -5.93116383]
49,[-1.74097962],12.891674936964558,[ 2.90938533 -6.25256133]
50,[-1.61703863],12.376590113003116,[ 2.5932592 -6.3225225]
51,[-1.67816578],10.725238603511874,[ 2.2840943  -6.18329807]
52,[-1.48813123],9.042618798436134,[ 1.99212621 -5.83936173]
53,[-1.35766779],7.380224648943413,[ 1.72419609 -5.35860251]
54,[-1.57257814],5.846787228098782,[ 1.48153127 -4.85329625]
55,[-0.43695015],4.550574285097581,[ 1.27294003 -4.17182488]
56,[-1.55366588],3.363202478703613,[ 1.08854508 -3.68789891]
57,[-0.5661429],2.5453107546176454,[ 0.93312731 -3.10835552]
58,[-1.25941851],1.8385001118282567,[ 0.7983946  -2.69465408]
59,[-1.2333192],1.3650710785787228,[ 0.68127088 -2.34247445]
60,[-0.66764491],1.0132944178732521,[ 0.5827566  -1.97028565]
61,[-1.40082373],0.729770113888227,[ 0.49437342 -1.76766348]
62,[0.23975398],0.556925981307973,[ 0.42558141 -1.37584023]
63,[-1.06765498],0.3715530613266066,[ 0.36426388 -1.22635068]
64,[-0.6514348],0.2835061397735088,[ 0.31142039 -1.05686972]
65,[-0.29210246],0.20876534590820672,[ 0.26787655 -0.87087683]
66,[-0.73716494],0.14814390415437353,[ 0.22872963 -0.78293833]
67,[-0.93129757],0.11448380410240809,[ 0.19110075 -0.75257764]
68,[0.31733586],0.09325751089621521,[ 0.16297463 -0.56252247]
69,[-0.83432817],0.05889998639826719,[ 0.13467557 -0.5659811 ]
70,[0.02908973],0.05017181683253523,[ 0.11162977 -0.46091602]
71,[0.31105046],0.03380231602419972,[ 0.09509428 -0.33070989]
