,action,cost,state
0,[-0.91681312],0.0,[0.01       0.8517099  3.14159265 0.37072525]
1,[-0.95389126],0.0,[0.0185171  0.69772456 3.14529991 0.75568859]
2,[-0.97101753],-4.721542261962942e-11,[0.02549434 0.5414702  3.15285679 1.14541169]
3,[-0.96799129],-4.023479664396219e-09,[0.03090905 0.38643614 3.16431091 1.53020697]
4,[-0.97769982],-6.656176118337783e-08,[0.03477341 0.23089978 3.17961298 1.91337067]
5,[-0.99008203],-5.220038435219035e-07,[0.03708241 0.0748245  3.19874669 2.29394515]
6,[-0.9937374],-2.66461947375517e-06,[ 0.03783065 -0.07990866  3.22168614  2.66612273]
7,[-0.98638646],-1.0270654046322772e-05,[ 0.03703156 -0.23095863  3.24834736  3.02289515]
8,[-0.98740999],-3.238978476781522e-05,[ 0.03472198 -0.37898723  3.27857632  3.36470134]
9,[-0.9786085],-8.770661560951163e-05,[ 0.03093211 -0.52168086  3.31222333  3.68456925]
10,[-0.99264872],-0.0002108057838896814,[ 0.0257153  -0.66185279  3.34906902  3.98822325]
11,[-0.99483987],-0.00045980596672955533,[ 0.01909677 -0.79679248  3.38895125  4.26776682]
12,[-0.99544584],-0.0009262946375142674,[ 0.01112884 -0.9254705   3.43162892  4.51956115]
13,[-0.99490663],-0.0017443476563222468,[ 1.87413930e-03 -1.04704227e+00  3.47682453e+00  4.74058669e+00]
14,[-0.98909081],-0.0030986934128369357,[-0.00859628 -1.16022249  3.5242304   4.92701995]
15,[-0.97991207],-0.005229581253695571,[-0.02019851 -1.26428692  3.5735006   5.07670493]
16,[-0.99215577],-0.008431508701888576,[-0.03284138 -1.36240144  3.62426765  5.19669892]
17,[-0.99091241],-0.013045549639109982,[-0.04646539 -1.45277862  3.67623464  5.28288048]
18,[-0.98965096],-0.019455889022226894,[-0.06099318 -1.53589034  3.72906344  5.33657405]
19,[-0.9990627],-0.028063371315319642,[-0.07635208 -1.61384853  3.78242918  5.3627241 ]
20,[-0.99196789],-0.039265965053626,[-0.09249057 -1.68518031  3.83605642  5.35889612]
21,[-0.99764608],-0.0534436343163448,[-0.10934237 -1.75248514  3.88964539  5.33107469]
22,[-0.99505549],-0.07091664874117996,[-0.12686722 -1.81559539  3.94295613  5.27973434]
23,[-0.97228178],-0.09194461623145823,[-0.14502318 -1.87298756  3.99575348  5.20321372]
24,[-0.99391964],-0.11669322117387744,[-0.16375305 -1.93103955  4.04778561  5.11343066]
25,[-0.99642827],-0.14520213479849325,[-0.18306345 -1.98814626  4.09891992  5.0082335 ]
26,[-0.99125998],-0.1774521894051136,[-0.20294491 -2.04414656  4.14900225  4.88809848]
27,[-0.99555984],-0.21329905543407787,[-0.22338637 -2.10078824  4.19788324  4.75616427]
28,[-0.99884374],-0.2524827199633381,[-0.24439426 -2.15849826  4.24544488  4.61344609]
29,[-0.99938301],-0.294654961675032,[-0.26597924 -2.21744704  4.29157934  4.46056823]
